venda_id	venda_dt	cliente_email	distribuidora_id	entrega_tipo	produto_id	produto_valor	item_id	item_qtd
2532632c-bfa3-4930-8d28-b43118a6fdea	2020-10-19T00:39:06.257000	hdebernardi2@chronoengine.com	2b2792f6-c843-44f0-80e2-35ab5f5d8fe6	entrega	047cabb9-7f69-4460-8cfa-2ccbb3463332	6.60	5974f92e-dd3d-493b-b999-24615e42116e	1
2532632c-bfa3-4930-8d28-b43118a6fdea	2020-10-19T00:39:06.257000	hdebernardi2@chronoengine.com	2b2792f6-c843-44f0-80e2-35ab5f5d8fe6	entrega	047cabb9-7f69-4460-8cfa-2ccbb3463332	6.60	14b1d741-931c-4c9b-af55-5ae02c1b18b5	1
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	f26be07e-eb4c-4c47-9cf7-395fe44a2dae	49.00	f26be07e-eb4c-4c47-9cf7-395fe44a2dae	3
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	ca282213-7f1f-4817-b0a4-a6d97de8bdf0	5.50	ca282213-7f1f-4817-b0a4-a6d97de8bdf0	3
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	3cb559c1-ad4b-4216-ac95-3528ed664c3b	43.00	3cb559c1-ad4b-4216-ac95-3528ed664c3b	4
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	977ab15f-13b4-46d5-9e79-288b6f8c0daa	10.60	e5a8e71b-5101-4beb-8a18-31c405e7a5b7	5
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	977ab15f-13b4-46d5-9e79-288b6f8c0daa	10.60	9f053cd8-f822-4a0f-b0d1-d841fda2a065	5
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	977ab15f-13b4-46d5-9e79-288b6f8c0daa	10.60	3d184cc1-fc75-45bb-adf5-bceb7e237059	5
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	977ab15f-13b4-46d5-9e79-288b6f8c0daa	10.60	2c4f7479-5088-4fdd-9fce-d68d8cf21015	5
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	977ab15f-13b4-46d5-9e79-288b6f8c0daa	10.60	10895e56-e3ac-4a67-b961-07573b7f2a75	5
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	3ac1e3d7-0227-458c-80d0-83e34733ef4f	6.80	3ac1e3d7-0227-458c-80d0-83e34733ef4f	2
2e2a7341-fbb8-42f1-bc61-df19df15196a	2021-04-22T23:04:13.764000	mdemeza3@youku.com	28475ba1-bea9-404f-83b8-0f7ec7c89e69	retirada	a6866ab0-efbd-4892-b00d-f55893e2aff9	17.90	a6866ab0-efbd-4892-b00d-f55893e2aff9	3
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	61dfb457-85cf-4440-b568-8ad9643cd765	38.50	2ed35215-73dc-4c91-9449-920dc029dec0	5
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	61dfb457-85cf-4440-b568-8ad9643cd765	38.50	6804ec27-ce93-4b86-94cf-ac02986e99f4	5
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	61dfb457-85cf-4440-b568-8ad9643cd765	38.50	03470a25-310c-4987-96e5-cb780f32343b	5
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	1163ba1d-612d-44d6-aca3-4c763a3c0884	22.90	9db0796b-0387-4a72-badd-3378f73ab23c	1
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	1163ba1d-612d-44d6-aca3-4c763a3c0884	22.90	16f2cc7e-b02c-47a4-a8ab-4a88c2e29ec5	1
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	1163ba1d-612d-44d6-aca3-4c763a3c0884	22.90	bd8c0a86-97b1-4599-a285-3ab560def78b	1
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	1163ba1d-612d-44d6-aca3-4c763a3c0884	22.90	b6288dbd-c5d6-4cf8-98df-39efeb3c7b21	1
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	1163ba1d-612d-44d6-aca3-4c763a3c0884	22.90	3a104076-67ed-4d7d-8427-c51e9290278c	1
84b045f8-c457-4813-b0b5-066b5fd2a414	2021-07-09T20:50:45.632000	zbraitling4@nasa.gov	3414d61b-4add-4bcf-b2be-5957852b0488	retirada	dd6ee80a-f908-4202-97be-498b4c18415e	27.60	dd6ee80a-f908-4202-97be-498b4c18415e	5
f68dd182-ffc1-4191-b742-1c34f41f1afe	2020-10-26T02:09:12.792000	dcolson5@sbwire.com	1b437e87-c3d9-42e1-8791-24f40ebb1928	retirada	327acf5b-f370-45fb-9166-7044e471ef4c	12.80	c8bbd42c-aac4-4ebc-ac20-0c6e6a59a453	1
f68dd182-ffc1-4191-b742-1c34f41f1afe	2020-10-26T02:09:12.792000	dcolson5@sbwire.com	1b437e87-c3d9-42e1-8791-24f40ebb1928	retirada	327acf5b-f370-45fb-9166-7044e471ef4c	12.80	5bb9463f-d305-4f8a-85e6-e44adce803f9	1
f68dd182-ffc1-4191-b742-1c34f41f1afe	2020-10-26T02:09:12.792000	dcolson5@sbwire.com	1b437e87-c3d9-42e1-8791-24f40ebb1928	retirada	327acf5b-f370-45fb-9166-7044e471ef4c	12.80	647c2550-fbb8-4074-8438-e00821bece68	1
d0c99919-6b2e-4csb6-8b56-651ef4e7e0b7	2021-02-20T13:48:19.669000	coshea6@blinklist.com	21a58b99-0a5a-4748-8e2b-926f1eee12c1	retirada	01ffb5d0-cc63-4d71-8228-9515507a4323	14.60	01ffb5d0-cc63-4d71-8228-9515507a4323	2
1a2c760d-0b61-492f-ad96-c0d2da478585	2020-09-30T12:47:15.618000	rderrington7@i2i.jp	79b74401-e422-400b-bd4c-d4a29c90fd2c	entrega	47d7488b-5a91-49f6-b7a8-411e6f2b34c2	42.00	47d7488b-5a91-49f6-b7a8-411e6f2b34c2	1
1a2c760d-0b61-492f-ad96-c0d2da478585	2020-09-30T12:47:15.618000	rderrington7@i2i.jp	79b74401-e422-400b-bd4c-d4a29c90fd2c	entrega	d752e5a5-ac8c-490e-94d3-30401910bc94	26.70	2154c89f-db07-4449-a310-dcf7cdc19af6	3
1a2c760d-0b61-492f-ad96-c0d2da478585	2020-09-30T12:47:15.618000	rderrington7@i2i.jp	79b74401-e422-400b-bd4c-d4a29c90fd2c	entrega	d752e5a5-ac8c-490e-94d3-30401910bc94	26.70	4ebe4c5d-d595-4a41-98c2-d527e8d95416	3
1a2c760d-0b61-492f-ad96-c0d2da478585	2020-09-30T12:47:15.618000	rderrington7@i2i.jp	79b74401-e422-400b-bd4c-d4a29c90fd2c	entrega	d752e5a5-ac8c-490e-94d3-30401910bc94	26.70	d75ac4f7-04c8-48b5-8d5d-4c91375e6933	3
1a2c760d-0b61-492f-ad96-c0d2da478585	2020-09-30T12:47:15.618000	rderrington7@i2i.jp	79b74401-e422-400b-bd4c-d4a29c90fd2c	entrega	d752e5a5-ac8c-490e-94d3-30401910bc94	26.70	c520de2c-7c39-4dda-b954-f4fca8896350	3
1a2c760d-0b61-492f-ad96-c0d2da478585	2020-09-30T12:47:15.618000	rderrington7@i2i.jp	79b74401-e422-400b-bd4c-d4a29c90fd2c	entrega	7de4c367-944a-417c-ab7e-bf29177e72e0	47.10	7de4c367-944a-417c-ab7e-bf29177e72e0	4
1a2c760d-0b61-492f-ad96-c0d2da478585	2020-09-30T12:47:15.618000	rderrington7@i2i.jp	79b74401-e422-400b-bd4c-d4a29c90fd2c	entrega	3e61d8b2-bf0b-4ed8-a79f-c797f2e0c6ac	27.40	3e61d8b2-bf0b-4ed8-a79f-c797f2e0c6ac	3
ea2d448c-a567-47bf-935e-3c94995b541c	2020-10-11T15:47:12.551000	abonnier8@auda.org.au	6be7cbfa-6e00-4ba1-a72b-edfa443ad9e8	entrega	a91cd0bd-37f9-4c95-87e4-255806daec36	26.90	a91cd0bd-37f9-4c95-87e4-255806daec36	2
ea2d448c-a567-47bf-935e-3c94995b541c	2020-10-11T15:47:12.551000	abonnier8@auda.org.au	6be7cbfa-6e00-4ba1-a72b-edfa443ad9e8	entrega	80f6c0a5-3821-4511-9aa8-d921bbf5a437	7.80	5230267d-8e3b-4b72-8210-1cbc34395302	1
ea2d448c-a567-47bf-935e-3c94995b541c	2020-10-11T15:47:12.551000	abonnier8@auda.org.au	6be7cbfa-6e00-4ba1-a72b-edfa443ad9e8	entrega	80f6c0a5-3821-4511-9aa8-d921bbf5a437	7.80	80750f99-15b5-4098-a81c-8469f610279d	1
ea2d448c-a567-47bf-935e-3c94995b541c	2020-10-11T15:47:12.551000	abonnier8@auda.org.au	6be7cbfa-6e00-4ba1-a72b-edfa443ad9e8	entrega	80f6c0a5-3821-4511-9aa8-d921bbf5a437	7.80	e32b98ca-86f5-4242-a4bf-8fccd92e631c	1
ea2d448c-a567-47bf-935e-3c94995b541c	2020-10-11T15:47:12.551000	abonnier8@auda.org.au	6be7cbfa-6e00-4ba1-a72b-edfa443ad9e8	entrega	80f6c0a5-3821-4511-9aa8-d921bbf5a437	7.80	ad62c9cd-aeac-4cb7-919f-7cfce6086df3	1
ea2d448c-a567-47bf-935e-3c94995b541c	2020-10-11T15:47:12.551000	abonnier8@auda.org.au	6be7cbfa-6e00-4ba1-a72b-edfa443ad9e8	entrega	80f6c0a5-3821-4511-9aa8-d921bbf5a437	7.80	5ffb36aa-a6b5-412f-93ed-ac5f8ad4636c	1
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	9244f670-080d-45a8-851d-4b88f1e50d20	23.30	6df5b70e-a5f2-49c5-aa1c-cc7e576ad984	2
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	9244f670-080d-45a8-851d-4b88f1e50d20	23.30	7f470634-de20-447e-918c-7b923ed26e1f	2
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	9244f670-080d-45a8-851d-4b88f1e50d20	23.30	31c67411-b434-424c-9e57-1e5b013221a0	2
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	9244f670-080d-45a8-851d-4b88f1e50d20	23.30	a44b8396-7a53-4310-a77c-3ca4af386cf7	2
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	9f8556c7-da3d-43ab-b413-c33164e2f9e5	38.90	9f8556c7-da3d-43ab-b413-c33164e2f9e5	2
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	934f3d9c-4c96-4ed5-9f93-e43a5bfeedf1	29.30	def79b6e-e4e3-410d-8d77-a4b98b75abce	5
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	934f3d9c-4c96-4ed5-9f93-e43a5bfeedf1	29.30	68f9390a-9e6d-43c8-a497-8b1257a4447a	5
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	934f3d9c-4c96-4ed5-9f93-e43a5bfeedf1	29.30	51b81756-9989-4b74-b426-be0530575dc4	5
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	3c84ee52-dbf1-40cb-a57f-44b59eb4cd44	17.20	45156273-6eef-4212-9bdc-4a61cb362a60	4
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	3c84ee52-dbf1-40cb-a57f-44b59eb4cd44	17.20	2a6129e2-cc14-4346-b8b5-1ba26d60fe83	4
579fe220-c5d3-42f4-a59a-73ea2cdebc45	2020-09-30T15:02:39.797000	jworgen9@taobao.com	995151c9-e713-4d93-b188-d505391ead3c	retirada	3c84ee52-dbf1-40cb-a57f-44b59eb4cd44	17.20	98a9cbdc-f424-450a-b50f-99c325e115be	4
a2424def-cd80-4b3f-a10e-e95e6b0dbf9c	2020-09-16T21:25:26.707000	hcasarinoa@hibu.com	aedbc1dc-72e8-4a6b-9616-91d40c629794	retirada	e69b23f3-a873-4765-ba52-a094a25c4f7b	15.20	e69b23f3-a873-4765-ba52-a094a25c4f7b	2
a2424def-cd80-4b3f-a10e-e95e6b0dbf9c	2020-09-16T21:25:26.707000	hcasarinoa@hibu.com	aedbc1dc-72e8-4a6b-9616-91d40c629794	retirada	0d76fb79-ab1d-4353-bf4e-8c1fafb0366d	31.80	65e84cc2-3da7-4cbb-a763-9769e5e99046	5
a2424def-cd80-4b3f-a10e-e95e6b0dbf9c	2020-09-16T21:25:26.707000	hcasarinoa@hibu.com	aedbc1dc-72e8-4a6b-9616-91d40c629794	retirada	0d76fb79-ab1d-4353-bf4e-8c1fafb0366d	31.80	43efa1be-2e44-4994-bdc3-5e34c7fdf706	5
a2424def-cd80-4b3f-a10e-e95e6b0dbf9c	2020-09-16T21:25:26.707000	hcasarinoa@hibu.com	aedbc1dc-72e8-4a6b-9616-91d40c629794	retirada	0d76fb79-ab1d-4353-bf4e-8c1fafb0366d	31.80	79a82c75-fad5-4cd6-8229-271658991bd4	5
a2424def-cd80-4b3f-a10e-e95e6b0dbf9c	2020-09-16T21:25:26.707000	hcasarinoa@hibu.com	aedbc1dc-72e8-4a6b-9616-91d40c629794	retirada	633a94b9-4733-4581-8cde-742bc3b19126	27.40	633a94b9-4733-4581-8cde-742bc3b19126	2
a2424def-cd80-4b3f-a10e-e95e6b0dbf9c	2020-09-16T21:25:26.707000	hcasarinoa@hibu.com	aedbc1dc-72e8-4a6b-9616-91d40c629794	retirada	f5e4e6a1-95ec-4c19-a495-7a13bf920ef5	35.10	f5e4e6a1-95ec-4c19-a495-7a13bf920ef5	2
a2424def-cd80-4b3f-a10e-e95e6b0dbf9c	2020-09-16T21:25:26.707000	hcasarinoa@hibu.com	aedbc1dc-72e8-4a6b-9616-91d40c629794	retirada	3987d016-e7b9-4ca9-8c60-bc2a5e09f9d4	44.10	3987d016-e7b9-4ca9-8c60-bc2a5e09f9d4	2
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	b0dc8679-ca5a-4dfb-b5a1-425e77a58a70	42.00	84aaaa5e-a77d-40c2-b470-0f5af9308648	5
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	b0dc8679-ca5a-4dfb-b5a1-425e77a58a70	42.00	92f0c7b3-ecf8-4928-8895-96f7623e9044	5
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	b0dc8679-ca5a-4dfb-b5a1-425e77a58a70	42.00	2d9ae041-cd21-435e-89dd-3a32164c5180	5
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	b0dc8679-ca5a-4dfb-b5a1-425e77a58a70	42.00	590aed87-791c-4e4c-98ef-de9ab69762bb	5
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	11a5b824-abdc-479f-b5c2-87ff551b45de	37.50	11a5b824-abdc-479f-b5c2-87ff551b45de	3
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	53768fcf-3cd0-45bd-963d-4e9f06f245f7	41.70	dc7ae2ff-f762-47d1-a7a9-6e567a864016	5
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	53768fcf-3cd0-45bd-963d-4e9f06f245f7	41.70	408c1a6d-1f1f-4c0d-8c90-81efcb3f035a	5
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	53768fcf-3cd0-45bd-963d-4e9f06f245f7	41.70	b46c25cf-5fe1-4769-ae09-f8e9f3ab0800	5
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	8234733a-9b4b-4761-9607-f9d0751edf40	28.30	8234733a-9b4b-4761-9607-f9d0751edf40	1
91911961-e1bd-4742-9f52-9ba9b4122a14	2021-06-01T10:00:03.356000	jlantuffeb@bbb.org	159bb189-d227-4fa8-9847-ff0ae9ebfbaa	entrega	23e1ca93-557a-4dcb-b25e-a02fda9b0fd0	8.80	23e1ca93-557a-4dcb-b25e-a02fda9b0fd0	2
10d288fe-a25d-4213-8516-711db3dab2e1	2021-03-16T23:00:38.349000	jgenckec@wikimedia.org	686b2c00-7475-4e29-b66b-6da5b938759e	retirada	c9988eeb-284e-44ce-9d4a-ec6a72ed6e59	10.70	1c3e3719-0f3e-4154-9459-c93a6c9cdc20	3
10d288fe-a25d-4213-8516-711db3dab2e1	2021-03-16T23:00:38.349000	jgenckec@wikimedia.org	686b2c00-7475-4e29-b66b-6da5b938759e	retirada	c9988eeb-284e-44ce-9d4a-ec6a72ed6e59	10.70	1639ed03-68e5-4041-b74e-e17ef70da336	3
10d288fe-a25d-4213-8516-711db3dab2e1	2021-03-16T23:00:38.349000	jgenckec@wikimedia.org	686b2c00-7475-4e29-b66b-6da5b938759e	retirada	c9988eeb-284e-44ce-9d4a-ec6a72ed6e59	10.70	53fe6099-334f-488a-aeff-dc0ced06db25	3
10d288fe-a25d-4213-8516-711db3dab2e1	2021-03-16T23:00:38.349000	jgenckec@wikimedia.org	686b2c00-7475-4e29-b66b-6da5b938759e	retirada	c9988eeb-284e-44ce-9d4a-ec6a72ed6e59	10.70	608ce5e7-b737-492f-a35d-25d19b3d8b2c	3
4dba6508-17c2-450a-b702-bff1f638e271	2020-11-07T17:44:53.424000	dgaymard@diigo.com	01a15340-7e1e-4e33-8edb-1927a1aad0e1	entrega	89860326-5635-4619-9967-5af95d9b2568	5.00	a3bb7d3f-ab27-4562-b4b3-1704df8c013d	4
4dba6508-17c2-450a-b702-bff1f638e271	2020-11-07T17:44:53.424000	dgaymard@diigo.com	01a15340-7e1e-4e33-8edb-1927a1aad0e1	entrega	89860326-5635-4619-9967-5af95d9b2568	5.00	360faecd-e5e6-4848-b8b9-c66a3c95bc64	4
4dba6508-17c2-450a-b702-bff1f638e271	2020-11-07T17:44:53.424000	dgaymard@diigo.com	01a15340-7e1e-4e33-8edb-1927a1aad0e1	entrega	89860326-5635-4619-9967-5af95d9b2568	5.00	50f7d902-d4fb-44cc-90b2-e64fcd76585a	4
4dba6508-17c2-450a-b702-bff1f638e271	2020-11-07T17:44:53.424000	dgaymard@diigo.com	01a15340-7e1e-4e33-8edb-1927a1aad0e1	entrega	89860326-5635-4619-9967-5af95d9b2568	5.00	1cb2d987-1d5f-4c17-b359-12fbc07712c7	4
4dba6508-17c2-450a-b702-bff1f638e271	2020-11-07T17:44:53.424000	dgaymard@diigo.com	01a15340-7e1e-4e33-8edb-1927a1aad0e1	entrega	89860326-5635-4619-9967-5af95d9b2568	5.00	2e3c755d-785c-4b34-adab-96b3da0c20fe	4
4dba6508-17c2-450a-b702-bff1f638e271	2020-11-07T17:44:53.424000	dgaymard@diigo.com	01a15340-7e1e-4e33-8edb-1927a1aad0e1	entrega	ca2b12b1-705c-4881-81de-c1c490685c2d	25.60	ca2b12b1-705c-4881-81de-c1c490685c2d	5
4dba6508-17c2-450a-b702-bff1f638e271	2020-11-07T17:44:53.424000	dgaymard@diigo.com	01a15340-7e1e-4e33-8edb-1927a1aad0e1	entrega	822829e6-fc8f-46b9-b303-f703f9b07d8c	45.10	822829e6-fc8f-46b9-b303-f703f9b07d8c	2
4dba6508-17c2-450a-b702-bff1f638e271	2020-11-07T17:44:53.424000	dgaymard@diigo.com	01a15340-7e1e-4e33-8edb-1927a1aad0e1	entrega	ce23887a-4dc8-480f-852a-73c6cf5e96f7	9.30	ce23887a-4dc8-480f-852a-73c6cf5e96f7	3
a2080528-8865-43d8-9d54-2e4002a68417	2021-03-04T11:37:32.917000	snarise@live.com	8fcb038e-ac32-44c0-aab4-80e99492d853	entrega	11fed97f-2080-4b94-9458-7c228dc6846a	25.60	11fed97f-2080-4b94-9458-7c228dc6846a	3
a2080528-8865-43d8-9d54-2e4002a68417	2021-03-04T11:37:32.917000	snarise@live.com	8fcb038e-ac32-44c0-aab4-80e99492d853	entrega	e3f5d5b6-7aec-4abf-8dc5-0741061200b4	22.70	e3f5d5b6-7aec-4abf-8dc5-0741061200b4	2
3f8a35d6-fbb5-4022-a22b-bbff5052c1bb	2020-10-29T22:47:43.689000	ymuldoonf@google.ca	188d035c-cccc-4eca-bd15-cc6633aaad65	retirada	d399678f-85c2-425e-9bb6-ba7ad1c8f2e9	16.80	d399678f-85c2-425e-9bb6-ba7ad1c8f2e9	4
3f8a35d6-fbb5-4022-a22b-bbff5052c1bb	2020-10-29T22:47:43.689000	ymuldoonf@google.ca	188d035c-cccc-4eca-bd15-cc6633aaad65	retirada	82e17536-14bd-4932-8ced-c9fe2664c711	12.90	88eb26ef-7359-4193-a02f-a76e7809ba9b	3
3f8a35d6-fbb5-4022-a22b-bbff5052c1bb	2020-10-29T22:47:43.689000	ymuldoonf@google.ca	188d035c-cccc-4eca-bd15-cc6633aaad65	retirada	82e17536-14bd-4932-8ced-c9fe2664c711	12.90	d48d63eb-219b-439d-8d00-6c60a738f9e1	3
